"Country","Total","Diarrhoea","HIV","Infections","Injury","Malaria","Measles","Meningitis","NCD","Pertussis","Pneumonia","Agriculture_Land","Energy_Consumption_per_Person","Energy_Production_per_Person","GDP_per_Person","Health_Spending_per_Person","Water_per_Person","Years_in_School"
"China",9.02070092013586,0.5730755412495,0.065678692227498,0.76294265908264,2.0026762274843,0.000110291674605,0.025753106020354,0.41045046704388,2.0499362100527,0.022113480758377,3.10796424454201,56.0219909343145,1.57483130701956,0.001497995339858,6481.59866430443,156.59905287,2129.9392,7.6
"Colombia",7.68561595437625,0.80459982862786,0.052260881967709,1.62117610937332,0.9820690736432,0.013065220491927,0,0.2874348508224,1.99135735664459,0.019597830737891,1.91405480206735,38.408292023434,0.648981524196158,0.002079636278734,7186.0910111867,376.99900347,46797.02,6.5
"Congo, Dem. Rep.",135.422798862811,33.993690370799,2.17631966016011,20.0224180675071,3.6250049808303,32.638211544092,1.41888696200536,3.67697886222244,3.57372408452339,3.76498796804646,30.5325763626252,9.90273703711872,0.355988687361025,0.000362710778845,359.658528305841,13.70413496,21156.29,7.5
"Congo, Rep.",89.8483733725729,17.1939477303989,5.81395348837209,12.5715748056684,1.78337225296696,29.6295703912223,0,2.44713860721026,2.15124276254758,0.86369597901539,17.393877355171,30.8931185944363,0.328359146571771,0.003452943548524,3668.40677919881,80.40646768,225517.09,8
"Costa Rica",3.72501193064319,0.13256270215812,0,0.49048199798505,0.31815048517949,0,0,0.06628135107906,2.28007847711968,0.092793891510684,0.34466302561111,35.2526439482961,1.01446090377,0.00059047319357,9831.54755185184,617.698283,25552.59,8.3
"Cote d'Ivoire",69.1246346295039,13.7254630335102,4.49803981326278,8.62343635280591,1.37559394350783,23.1399005361076,0.00138529098037,2.66252926427196,1.30355881252857,1.28416473880339,12.5105628437253,63.8364779874214,0.541320704205776,0.000601209079451,1509.22750818159,71.8341187,4289.836,4
"Croatia",2.06307801754802,0.023713540431586,0,0.3557031064738,0.33198956604221,0,0,0.023713540431586,1.20939056201091,0,0.11856770215793,23.0164403145104,2.04319418132612,0.000895155630324,14918.4507352992,1224.05169259,23156.17,10.9
"Cuba",3.13170167137558,0.085100588896075,0.008510058889608,0.42550294448038,0.4510331211492,0,0,0.085100588896075,1.71903189570072,0,0.35742247336352,61.3491168733559,0.932904821687944,0.000505826222907,9259.94522002074,584.63866145,3383.421,10.4
"Cyprus",2.11672210462655,0,0,0.30238887208951,0.40318516278601,0,0,0,1.31035177905453,0,0.1007962906965,12.4458874458874,2.40126239437104,7.6948860772e-05,25900.624193734,1917.63775016,922.416,12.2
"Denmark",1.7808724670699,0.016043896099729,0,0.30483402589485,0.19252675319675,0,0,0.016043896099729,1.20329220747966,0,0.048131688299187,62.880037709168,3.4950989520391,0.004842909407361,34629.1011975181,6345.45678188,1104.96,12.8
"Ecuador",13.6448285316498,1.38157449641966,0.22788857672902,3.43613244599219,1.54893016995503,0,0,0.54835688775419,3.4717400361061,0,3.03020591869363,29.9766468030279,0.784493844234154,0.002030823789869,7091.73586355785,270.06460048,32146.65,8.4
"Egypt",8.74950684462443,1.06496748276127,0.016376480396609,1.72747055335135,0.99846904721141,0,0.076919832165889,0.9146016173015,2.40585384735632,0.076919832165889,1.46792815191419,3.55818976342358,0.917523723273246,0.00111700021876,5762.2594433321,101.23318902,772.58,7.8
"El Salvador",10.6083515635053,0.65950328143096,0.70775961909664,2.51737228155964,1.18228027280916,0,0,0.804272294428,2.88733753699653,0,1.8498262771844,74.9517374517375,0.733985161905421,0.000507348406787,5827.17660993382,215.93487107,3730.968,7.3
"Eritrea",39.5783436971282,11.9366746500846,2.46643668563644,8.72865900551515,2.54334117026653,0.15930214673376,0.92285381556107,1.04370371997978,1.90063940585792,0.37353606820329,9.50319702928962,74.970297029703,0.13688552307307,0.000110275630968,562.014933000928,10.65961855,1342.67,3.8
"Estonia",2.76139073678925,0,0.062758880381574,0.37655328228944,0.94138320572361,0,0,0.062758880381574,1.25517760763148,0,0.062758880381574,21.3965557914602,4.05787234042553,0.003148217964527,18983.7765250644,1057.76180424,9558.4086,11
"Ethiopia",64.6082073266539,22.9362870139569,2.93557575110973,9.68352036313201,2.6038686232861,7.0434419948983,0.06045734201074,2.19747889650802,3.23656925598673,1.14287007490891,12.7681380108565,34.513,0.395909373838486,0.000372341011368,765.941212073413,14.04323536,1505.78,2.2
"Finland",1.50821894594137,0,0,0.16946280291476,0.18640908320624,0,0,0.033892560582952,1.03372309778004,0,0.08473140145738,7.55511681474169,6.63882253149067,0.003105915655412,33162.4027330664,4253.8644363,20907.6,11.8
"France",1.87698373635495,0.029265515379028,0,0.45494573907399,0.2647198891103,0,0,0.046558774466636,1.01498128337266,0.001330250699047,0.06518228425329,53.5350399883139,4.11362153930258,0.002210556443689,30459.7213215217,4940.96210783,3321.38,10.4
"Gabon",48.8051586799848,4.19774939941838,7.43456821342774,2.12416234669364,0.70805411556455,22.4554305221899,0.6827664685801,1.84599822986471,0.78391705651789,2.50347705146036,6.06903527626754,19.9479954981178,1.37170880708262,0.009315025063607,12453.3906250536,263.33276432,125112.52,7.5
"Georgia",11.8641468930885,1.62916395139341,0.076666538889102,2.54916241806264,1.05416490972515,0,0,0.49833250277916,1.97416337639437,0,4.08249319584467,36.3073823571737,0.685393389146155,0.000245451884812,4345.65577490643,261.87692087,14286.097,12.4
"Germany",1.88916687440494,0.010512057329757,0.003003444951359,0.44601157527684,0.24027559610874,0,0,0.070580956356941,1.05871434535412,0,0.060068899027184,48.5385652410865,4.06895399234518,0.001619068047682,33157.2439621593,4718.15917267,1863.48,12.3
"Ghana",42.36928547352,6.43476996490486,1.89949967945117,4.44141887470837,1.36943748636841,18.9883875402338,1.47386370395828,0.78517940820737,0.74552388254033,0.79971976761862,5.43148516552877,68.1198910081744,0.385049356572956,0.000294805842253,1391.187032899,68.51149554,2312.19,7.7
"Greece",1.71524978910863,0,0,0.084356547005343,0.28118849001781,0,0,0.018745899334521,1.07788921173493,0,0.25306964101603,63.8401861908456,2.7069802922357,0.000873416894214,27256.4673706908,3078.40821387,6675.65,10.6
"Guatemala",23.5230701936544,6.48828485713402,0.94330869390406,3.89031992966054,1.68337523361802,0,0,1.10899523264599,2.80120708166358,0.68925600116643,5.91832316386178,39.3617021276596,0.595795468008332,0.000393332961309,5261.71061883662,198.5067007,8540.46,4.9
"Haiti",45.5041290851587,13.8953965093124,3.19564835422279,3.92409511538011,1.68384678458475,0.6076490570458,0,1.79366287923158,1.93276326578423,5.64088672835891,12.8301803912381,64.2235123367199,0.284842587537072,0.000204309384684,1191.83611868498,35.33440734,1484.7637,4.5
"Honduras",15.0389743131739,2.92741499332649,0.41678450752445,3.24000337396982,1.15111911601991,0.009923440655344,0,0.69960256620175,2.46597500285299,0.019846881310688,4.10830443131242,28.4565197962284,0.636409173431021,0.00028455476039,3620.99921333898,115.68858452,13765.7208,5.8
"Hungary",3.10351122740826,0.020284387107244,0,0.61867380677093,0.33469238726952,0,0,0.13184851619708,1.65317754924035,0,0.34483458082314,64.6133244057583,2.63577998339939,0.001047357353696,17922.2716764316,1118.72597813,10339.58,11.2
"India",30.6938969879138,7.55052179178996,0.31899269501155,3.12267281173798,1.8173851724764,0.23379173407253,3.01993375504527,1.11006485305417,2.75708526063505,3.19873315497486,7.56471575911604,60.4428240374816,0.525737714602009,0.000393236635946,2605.77092476447,43.12475092,1646.761,6.1
"Indonesia",22.0147412694403,6.08192301002105,0.15048398968841,5.35865192887297,0.82635853865116,0.32916891602709,0.12915555020501,0.71829444526862,1.08632851768767,0.067303075703163,7.26707329731513,28.7043834905634,0.795563970713674,0.001378172511551,3686.60305387481,53.36093578,12400.35,7.2
"Iran",13.9976046109078,3.1434077076184,0.17439355003293,2.91784910778242,1.19048820105126,0.000720634504268,0,0.32356489241647,2.54239853105863,0.007926979546952,3.69685500689647,29.6546007184305,2.81920322057108,0.004769087429561,11679.1893016507,276.56244084,1956.9468,7.2
"Iraq",19.5676122280364,4.8831642056649,0,1.99669512530983,2.15240556744275,0,0.10380696142194,1.03065483126073,0.92684786983878,2.46276719700019,6.01127047009724,21.6064201934289,0.942801998204537,0.003955705711546,3496.68419227387,160.73176522,2652.438,6.1
"Ireland",2.24309344293136,0,0,0.26048827079203,0.26048827079203,0,0,0.14471570599557,1.56292962475217,0.014471570599557,0,60.9667586006677,3.37930506997451,0.000348353475618,38163.91179621,5241.04343506,12318.71,11.1
"Israel",2.40185285791896,0,0,0.39316043805221,0.20015440482658,0,0,0.050038601206645,1.65127383981929,0.035741858004746,0.071483716009493,23.7985212569316,3.13097526269702,0.000549924820129,26036.3923440958,2073.08312967,261.38,12.5
"Italy",1.98754350613666,0.001831837332845,0,0.4084997252244,0.18867924528302,0,0,0.036636746656897,1.29694083165415,0,0.054955119985345,49.1160671788944,2.94163598821965,0.000450335597824,27950.9520435783,3471.67858616,3254.57,10.6
"Jamaica",22.824427480916,4.40839694656489,1.16412213740458,5.22900763358779,1.52671755725191,0,0,0.47709923664122,3.72137404580153,0.019083969465649,6.27862595419847,41.4589104339797,1.58665972015481,0.000181491110113,7274.02173559466,272.32557757,3484.766,9.8
"Japan",2.2836085076749,0.0435249397905,0,0.29403514880693,0.34723229743977,0,0,0.012573871495033,1.37732253914827,0,0.2089197109944,12.6968449931413,3.87890711210076,0.000700872285069,31079.6707954382,3253.10202246,3360.6,12.1
"Jordan",6.85730309152204,0.75838203335606,0,1.54862885802961,0.88584119862599,0,0,0.28678312185733,2.19867060090623,0,1.17899727874682,11.0154125113327,1.22152652496976,4.7101087511e-05,5037.16615728507,329.55214282,163.5548,10.4
"Kazakhstan",15.1052039991323,0.68361236549598,0.052585566576614,3.03352987188841,1.86350101555875,0,0.003286597911038,0.66717937594079,4.52893192141087,0,4.27257728434988,76.9715153535578,4.47904226611218,0.009084521867771,10477.1827452162,329.80684978,7157.341,11.8
"Kenya",92.2092648087833,25.1835289337729,5.8786352271988,17.0888706248813,4.25611862694201,13.7196923326132,1.04095991374904,2.43908592035329,2.95292710226767,0.95067257429121,18.6987735527139,47.7914045753242,0.461009577376067,0.000393453557051,1436.09866877488,32.99259206,839.86,7.5
"Kuwait",5.07466733812392,0.038737918611633,0,1.22024443626644,0.48422398264541,0,0,0,2.98281973309574,0,0.3486412675047,8.47362514029181,10.9350650675672,0.060153133536157,45620.5963949171,1116.62940353,7.197,7.4
"Latvia",4.10739763932725,0.086471529248995,0,0.77824376324095,0.73500799861646,0,0,0.043235764624497,2.16178823122487,0,0.30265035237148,29.34555394758,1.97895850745821,0.000787664923974,15987.0100149469,974.29906376,15486.0326,11.9
"Lebanon",5.49008902437174,0.31848582738068,0.090995950680195,0.97062347392208,0.94029149036201,0,0.06066396712013,0.37914979450081,2.09290686564448,0.06066396712013,0.57630768764123,67.1554252199414,1.30190752631143,3.9791068452e-05,12016.9832476878,555.76301814,1110.3984,8.7
"Lithuania",3.8515406162465,0,0,0.35014005602241,1.14591291061879,0,0,0.12732365673542,1.94168576521518,0,0.2864782276547,42.6360299984043,2.80839548377587,0.001146803722485,17445.1557543887,934.40671484,7306.02,12.2
"Luxembourg",1.6507703595011,0,0,0.55025678650037,0.36683785766691,0,0,0,0.73367571533382,0,0,50.5791505791506,8.6097963777755,0.000208005242604,73998.7104751099,8054.81635894,6719.3,11.5
"Macedonia, FYR",4.54075439464101,0.40462167873039,0,1.39369689340467,0.31470575012363,0,0,0,1.79831857213505,0,0.62941150024727,42.1323820848197,1.4668213380209,0.000791222416888,8601.9909002895,326.64042808,3142.83,10.6
"Malaysia",3.21629833300946,0.063563208162242,0.23790800769296,0.5121378486215,0.53937922354817,0.01089654997067,0.016344824956005,0.023609191603119,1.61813767064451,0.016344824956005,0.17797698285428,23.9537361132248,2.65458089460231,0.003385857389031,12969.6741467774,306.35306225,22210.53,8.2
"Mexico",10.5606646360512,0.95185098406748,0.038562168072477,1.76068025616995,1.52296157450797,0,0,0.062968603561387,4.31896282411746,0.002928772258669,1.90174945329585,52.9344890557885,1.63692824866747,0.00210930015033,11870.9570323346,597.703288,4340.3532,8.2
"Moldova",9.9263314860564,0.37835792659856,0,0.35610157797512,2.3814293027086,0,0,0.28933253210478,3.85034831185596,0,2.67076183481338,75.4332623897841,0.798450858755774,2.7942875205e-05,2769.37034345943,193.56839177,3039.625,11.2
"Mongolia",27.2371973085136,1.85341875176276,0.040291711994843,7.59498771102784,1.95414803174987,0,0,1.49079334380918,4.37165075144043,0.020145855997421,9.9117611507313,74.5545714359278,1.18311481199067,0.001914705447926,3300.27451367588,120.31288077,13360.82,9
"Morocco",13.1564495994283,4.2725589410489,0.034031968393583,2.80763739247058,0.91731623897248,0,0.004640722962761,0.49346354170695,0.90030025477569,0.31092843850501,3.41557210059231,67.1767869146314,0.478550723684498,2.0217165532e-05,4011.37704345564,147.36903771,939.94,4.6
"Mozambique",83.122741725889,14.1163880392334,17.6885541227086,10.7724024784968,2.18596940783732,15.7319061402238,0,2.95493776946694,2.21449197317966,1.40216931222968,16.0559224825128,62.3744245784481,0.420605250549638,0.000516198836694,872.109691194885,18.09859681,10352.646,3.5
"Myanmar",73.0046621463918,14.2168986625504,0.65018995745816,9.58907602417177,27.0657505820328,2.12611135410149,0.40109757556619,1.93291765633489,2.05844452594974,0.92968337808497,14.0344924301414,18.7859591137226,0.318153625007579,0.00048660132742,1445.05661058846,10.65229369,21612.6118,5
"Namibia",23.6802233533648,2.51953490747519,7.50753306889566,1.95774671864626,0.57881207333889,2.11096167923597,2.68977375257486,0.85119422549837,0.52774041980899,1.02143307059805,3.91549343729252,47.1377036038334,0.738270658991775,0.000147017253963,5025.94060935855,275.23664539,8656.0097,6.8
"Netherlands",1.77226406734603,0,0,0.29177518181916,0.25395247306483,0,0,0.07024217340091,1.09145530976798,0,0.064838929293148,57.1386255924171,4.8371668932826,0.004035977309457,37692.2980578829,5236.86553894,5555.89,11.7
"New Zealand",1.99104031856645,0.017164140677297,0,0.34328281354594,0.48059593896432,0,0,0.12014898474108,0.84104289318755,0.017164140677297,0.17164140677297,43.1962325775702,4.07914216777156,0.003503843907009,25160.5345750121,2820.19798906,78993.42,12.4
"Nicaragua",14.8817603772237,2.45052511252411,0.17860970207902,3.32928484675288,1.20740158605415,0,0,0.73587197256555,2.73630063585054,0.15717653782953,4.08658998356791,42.7621738407844,0.540914089187318,0.000300124548028,2904.07317946706,105.21340786,35552.613,5.6
"Nigeria",129.142374815297,31.88134931609,4.88676595033804,16.2253502995149,2.51131693506525,36.0584169015047,0.11728769144478,2.92588828007305,2.39767893133162,5.36719756904255,26.7711229408918,85.0928335364582,0.738125378611314,0.001514915681224,2100.10575071392,79.29829413,1977.61,6.6
"Norway",1.89429816253077,0.10332535431986,0,0.46496409443937,0.30997606295958,0,0,0.068883569546574,0.94714908126539,0,0,3.35221134644973,6.25002516666625,0.045823006642242,48321.9058439174,8070.92644725,81822.22,13.5
"Oman",4.35073082500937,0.21183333604915,0,0.8310384721928,0.78215385618146,0,0,0.065179488015122,2.08574361648389,0,0.37478205608695,5.7092084006462,6.02556956620172,0.024056725862289,24358.5450044704,479.01366884,549.81,6.6
"Pakistan",33.8651558358165,12.5204916458541,0.079633782036905,4.97907880015687,1.39424699326261,0.10099437298327,0.051527741317997,1.16508907460111,2.44391392731141,1.34534248241171,9.78483701588048,34.0909090909091,0.487399250194058,0.000377815318281,2660.74984002263,22.06499551,1399.687,5.3
"Panama",13.1160629000756,1.29734969989878,0.15682249119656,3.53563434697689,1.05498766804956,0,0,0.27087521206678,3.70671342828222,0.35641475271944,2.73726530088533,29.9973096583266,0.914719768488769,0.000204879689839,10674.4244869141,493.08817356,45012.407,9.2
"Paraguay",12.8769048579571,2.37497234621241,0.27979126270448,2.98660906003149,1.0410837682027,0,0,0.48150124279375,2.24483687518707,0.019520320653801,3.44858998217144,52.4465139692927,0.697873694151848,0.001208979843801,4318.76231813703,162.0668094,55853.83,6.8
"Peru",11.6955222998238,1.08054671065488,0.3136541363755,2.83438240515247,1.31045026611337,0.027916860305673,0,0.75703956475973,2.95426068764153,0,2.41727166882064,16.7421875,0.528553397356276,0.00044437739523,7912.55775926635,256.32945861,69340.29,9.6
"Philippines",17.8786036861062,2.17013947126779,0.014312543916028,4.11306730786863,1.38250228888886,0.017890679895035,0.096609671433191,1.10966942048957,2.88174126409282,0.034439558797943,6.05823147945636,39.5747392427139,0.44369547787396,0.000254834136361,3228.11859624304,64.67885035,5552.74,8.8
"Poland",2.91483314259311,0.016118892954432,0,0.59371255715491,0.37610750227008,0,0,0.048356678863296,1.61457577760226,0,0.26596173374813,53.099730458221,2.56761348672429,0.001867107969965,16210.6003726298,972.5138999,1615.09,12.3
"Portugal",1.82542792426864,0,0.038228857052746,0.27715921363241,0.2867164278956,0,0,0.047786071315933,1.08952242600327,0,0.086014928368679,40.8002623811086,2.29987941534565,0.000421913277137,20601.2286182922,2383.88095707,6494.2,7.5
"Qatar",4.33940850524067,0.13352026169971,0,0.73436143934842,0.86788170104813,0,0,0,2.33660457974498,0,0.26704052339943,5.52200172562554,15.3104307837772,0.095367656117932,73806.5681349922,1635.51268344,70.6186,7.7
"Romania",6.54947215655063,0.14980922731209,0,0.25748460944266,1.00653074600314,0,0,0.070223075302544,1.80239226609864,0,3.26303223239156,58.9212701174424,1.83841897937967,0.001340226037197,11590.7804628416,516.84724414,9842.682,12.1
"Russia",4.89853813903437,0.11841908579172,0.009706482441944,0.32743200770824,1.31037512966243,0,0,0.18054057342016,2.39038307603605,0.001294197658926,0.5603875863149,13.1584362579663,4.85017759070095,0.008758698749887,14756.2168715368,560.70749417,31470.529,12.6
"Saudi Arabia",9.35791528606234,1.01079707359856,0,1.92169962903578,1.48995213528765,0,0,0.079576989043772,3.59789578123439,0,1.25799367786219,80.7232670757179,5.88824579266753,0.02213965133237,23293.7748532448,581.01746674,99.27,8.3
"Senegal",69.9602742522712,14.9226751505665,1.50991867705604,12.240974514274,1.70982340331417,19.4949641022151,3.10064990302494,0.98038381707442,1.8544353329477,0.74432610840791,13.4021232433904,48.3249363735522,0.261036726264755,0.000104380432782,1723.33796731707,65.58605669,3213.92,3.2
"Singapore",1.69423154497782,0,0,0.21514051364798,0.13446282102999,0,0,0.026892564205997,0.99502487562189,0,0.32271077047196,0,4.92368992023805,6.775468671e-06,44103.9681300732,1434.29888612,136.92,8
"Slovak Republic",4.18554712380121,0.018198030973049,0,0.60053502211061,0.56413896016451,0,0,0.072792123892195,2.1655656857928,0,0.76431730086805,40.2702702702703,3.38548847284795,0.001179875632753,20044.241683273,1398.66914518,9298.23,12.7
"Slovenia",1.02706311302829,0,0,0.30811893390849,0.15405946695424,0,0,0,0.56488471216556,0,0,24.428997020854,3.82902574362445,0.00181952677968,26755.7402528574,2257.5292104,15928.381,11.9
"South Africa",46.9493204269586,5.66914097899202,30.374390546728,2.94406820195593,1.15270395208857,0.046731241300888,0.000916298849037,0.55619340136547,2.42361045570291,0.000916298849037,3.78064905112673,81.8282872364076,3.02759624111825,0.003284120660682,9385.98429139242,481.77771676,1035.57,8.4
"Spain",2.23295615304604,0,0.008142046136904,0.48648725668004,0.27072303405207,0,0,0.095669042108627,1.30272738190471,0.002035511534226,0.067171880629462,56.4194065757819,3.05189880014179,0.000674164002695,28204.1788697614,3131.31302629,2540.62,8.9
"Sri Lanka",8.40809782177459,0.55269630979449,0.016416722073104,1.49392170865243,2.7087591420621,0,0.09029197140207,0.09029197140207,2.42967486681934,0.016416722073104,1.00962840749588,42.1782809759209,0.442296285304447,0.0002477254954,4142.53174537974,67.73599135,2603.15,9.1
"Sudan",66.2257583368635,10.7024825592745,2.58495433118744,8.44624182363512,2.81644277875646,26.5702440119726,0.005401397109944,1.91440946139583,2.14821279344054,0.91360773973908,10.123761440352,56.8371212121212,0.36427407931,0.000823217208601,2535.41404842076,96.75328571,1710.53,5.5
"Sweden",1.52852469406205,0.027960817574306,0.009320272524769,0.19572572302014,0.093202725247686,0,0,0.046601362623843,1.08115161287316,0,0.074562180198149,7.53765170346542,5.3799591025113,0.00359787664049,33563.3383888872,4865.99115069,19166.84,12.3
"Switzerland",1.65366700658711,0,0,0.34451395970565,0.24805005098807,0,0,0.013780558388226,1.00598076234049,0,0.041341675164678,38.125,3.50133367330594,0.001690749252232,38181.484831268,6998.97074141,7176.58,13.4
"Syria",8.35624863397697,0.76073715260658,0,1.91285578016221,1.15889579595301,0,0.001694292099347,0.21686938871635,2.97517692645247,0.001694292099347,1.32832500588766,75.6806795905032,1.17385156038036,0.00120615809917,4373.58162307192,89.88517194,865.4875,7.3
"Tajikistan",40.0082972489434,11.6628205460627,0.14001607591983,9.88409780382192,1.84095210931626,0,0.025928902948116,1.9394819405191,2.35434438768896,0.046672025306609,12.1139834573599,33.7739354101172,0.369288802250525,0.000222377296524,1650.42895299145,43.07761038,2406.685,11.5
"Tanzania",65.3261622481543,10.830581701313,8.40534432894709,8.45502330677954,3.2364724990163,16.2275252022019,0,3.05638620437367,1.8336059090886,0.8507524953807,12.4304706010535,39.4558591104087,0.448657102366213,0.000413324728805,1149.13887173643,26.75674493,2439.765,5.6
"Thailand",4.16042619799083,0.27231136039999,0.27947744883157,0.80976799276839,0.61321242435938,0.071660884315787,0.015355903781954,0.037877895995487,1.55606491657137,0.015355903781954,0.48934146718495,38.6247528822251,1.57695718909635,0.000943237123957,7652.23167390354,158.41721834,6461.5144,7
"Togo",60.9444843972531,10.4488345530691,5.41478065908033,6.55696095435509,1.48530441690051,24.1126951224671,0.094006608664589,1.76262391246105,1.24088723437258,0.77085419104963,9.05753674483316,62.6034197462769,0.443614905527021,0.00037013074802,897.758461395814,37.45616559,2293.13,5.1
"Trinidad and Tobago",10.7162715462771,0,1.92084112621948,0.65712985896982,2.78016478794925,0,0,0,4.49881211140879,0,0.85932366172977,10.5263157894737,14.5308255198942,0.032103501021757,18620.5047789313,909.22308459,2890.625,9.5
"Tunisia",9.3341972712602,1.02083231453861,0,1.9194092620666,1.17365152330187,0,0,0.92914078928065,2.85466281969778,0,1.43650056237469,63.6006694129763,0.912673953663991,0.000736968038,7361.40337456853,246.21716072,449.8189,8
