"Country","Total","Diarrhoea","HIV","Infections","Injury","Malaria","Measles","Meningitis","NCD","Pertussis","Pneumonia","Agriculture_Land"
"Syria",8.35624863397697,0.76073715260658,0,1.91285578016221,1.15889579595301,0,0.001694292099347,0.21686938871635,2.97517692645247,0.001694292099347,1.32832500588766,75.6806795905032
"Tajikistan",40.0082972489434,11.6628205460627,0.14001607591983,9.88409780382192,1.84095210931626,0,0.025928902948116,1.9394819405191,2.35434438768896,0.046672025306609,12.1139834573599,33.7739354101172
"Tanzania",65.3261622481543,10.830581701313,8.40534432894709,8.45502330677954,3.2364724990163,16.2275252022019,0,3.05638620437367,1.8336059090886,0.8507524953807,12.4304706010535,39.4558591104087
"Thailand",4.16042619799083,0.27231136039999,0.27947744883157,0.80976799276839,0.61321242435938,0.071660884315787,0.015355903781954,0.037877895995487,1.55606491657137,0.015355903781954,0.48934146718495,38.6247528822251
"Togo",60.9444843972531,10.4488345530691,5.41478065908033,6.55696095435509,1.48530441690051,24.1126951224671,0.094006608664589,1.76262391246105,1.24088723437258,0.77085419104963,9.05753674483316,62.6034197462769
"Tonga",10.8353722474659,1.39811254806012,0,2.44669695910521,1.39811254806012,0,0,0,3.4952813701503,0,2.09716882209018,41.6666666666667
"Trinidad and Tobago",10.7162715462771,0,1.92084112621948,0.65712985896982,2.78016478794925,0,0,0,4.49881211140879,0,0.85932366172977,10.5263157894737
"Tunisia",9.3341972712602,1.02083231453861,0,1.9194092620666,1.17365152330187,0,0,0.92914078928065,2.85466281969778,0,1.43650056237469,63.6006694129763
"Turkey",7.82736476988572,0.28855618797247,0,1.4153347214691,1.04592345768943,0,0.033380535883705,0.52370351853102,2.64448023167576,0.023737269961746,1.85224884670249,50.8322180788171
"Turkmenistan",27.2348577263322,6.00901804512637,0,7.21985777151274,1.35541760416384,0,0.009036117361092,1.14758690485872,1.60842889027443,0.018072234722185,9.86744015831278,69.399697827336
"Uganda",98.9224451141588,20.2485888349948,6.51049751199652,10.8444610622168,4.49362152735371,29.0311421754286,2.77013413316976,2.79810839412049,1.74805015989678,4.41583943592973,16.0620018790516,68.8754316600771
"Ukraine",7.55116766251686,0.098095422867569,0.13951349030054,1.07904965154326,1.88343211905732,0,0,0.33134453946379,3.89111844041357,0.006539694857838,0.12207430401297,71.2766691983705
"United Arab Emirates",2.66918134450022,0.063932487293418,0,0.41556116740722,0.5274430201707,0,0,0.063932487293418,1.47044720774862,0,0.12786497458684,6.80622009569378
"United Kingdom",2.59087232315783,0.005383630801367,0.001345907700342,0.62988480375993,0.22476658595707,0,0,0.092867631323579,1.47646074727487,0.006729538501709,0.15343347783896,73.0955234985326
"United States",3.63204107204886,0.007274539294333,0.001363976117688,0.86180557702555,0.87180806855526,0,0.000227329352948,0.036600025824614,1.66586949840233,0.008411186059073,0.17868087141706,44.2049233554379
"Uruguay",7.86400826118039,0.31773770752244,0.019858606720152,1.60854714433235,1.46953689729129,0,0,0.13901024704107,3.35610453570577,0,0.95321312256732,85.0759913152783
"Uzbekistan",18.6303073241616,4.50575826146049,0.084946104407799,4.5780528184033,0.93079242063865,0,0,1.13863927184922,1.06272998705927,0.016266275312132,6.31312218503069,62.5763986835919
"Vanuatu",19.1055759977356,2.12284177752618,0,3.25502405887348,1.1321822813473,0.70761392584206,0.42456835550524,1.27370506651571,3.96263798471554,0,6.22700254741013,15.3404429860541
"Venezuela",8.1567185998914,1.27145900338332,0.05179399356752,1.11273547470866,1.64404160227225,0.001670773986049,0,0.17543126853515,2.56296729459922,0.01670773986049,1.31991144897874,24.2049770421178
"Vietnam",5.25658663292597,0.31531486297862,0.45657056592658,0.94259729739681,0.60786814349169,0.018744832618687,0.25171632373665,0.47866269008432,1.49958660949493,0.02945616554365,0.65606914165403,33.0248008514206
"Yemen, Rep.",34.9391080850701,13.0745303797513,0,3.70636158246861,1.60549889282054,0.31093240707791,0.52728461428421,1.32885180819608,1.62086817529967,4.02793426203208,8.73684596313973,44.5423035399739
"Zambia",105.550926506264,20.0362049005656,16.9208137622864,16.7622790653089,4.16983121585052,21.5846833361599,0.73737068361636,2.8167560114145,2.67665558152739,1.04706637073523,18.7992655787991,31.0563768681311
"Zimbabwe",65.7274633567737,8.36122172329069,19.9657925951029,5.64739896636448,1.67065576548335,3.23540625264763,7.09565364737778,2.10751503854952,1.50915021604677,4.78691858002203,11.3477505718885,42.5229417086726
