"Country","Total","Diarrhoea","HIV","Infections","Injury","Malaria","Measles","Meningitis","NCD","Pertussis","Pneumonia","Agriculture_Land"
"El Salvador",10.6083515635053,0.65950328143096,0.70775961909664,2.51737228155964,1.18228027280916,0,0,0.804272294428,2.88733753699653,0,1.8498262771844,74.9517374517375
"Equatorial Guinea",98.94669645707,12.128949888286,4.26907117778487,5.46600702202362,1.79540376635812,38.6610277689116,13.0466007022024,2.43376954995212,1.1171401212895,5.98467922119374,14.044047239068,11.0516934046346
"Eritrea",39.5783436971282,11.9366746500846,2.46643668563644,8.72865900551515,2.54334117026653,0.15930214673376,0.92285381556107,1.04370371997978,1.90063940585792,0.37353606820329,9.50319702928962,74.970297029703
"Estonia",2.76139073678925,0,0.062758880381574,0.37655328228944,0.94138320572361,0,0,0.062758880381574,1.25517760763148,0,0.062758880381574,21.3965557914602
"Ethiopia",64.6082073266539,22.9362870139569,2.93557575110973,9.68352036313201,2.6038686232861,7.0434419948983,0.06045734201074,2.19747889650802,3.23656925598673,1.14287007490891,12.7681380108565,34.513
"Fiji",9.27759235164338,0.96170164620694,0.11314137014199,2.14968603269786,1.24455507156192,0,0,0.11314137014199,3.11138767890479,0,1.58397918198789,23.4263820470717
"Finland",1.50821894594137,0,0,0.16946280291476,0.18640908320624,0,0,0.033892560582952,1.03372309778004,0,0.08473140145738,7.55511681474169
"France",1.87698373635495,0.029265515379028,0,0.45494573907399,0.2647198891103,0,0,0.046558774466636,1.01498128337266,0.001330250699047,0.06518228425329,53.5350399883139
"Gabon",48.8051586799848,4.19774939941838,7.43456821342774,2.12416234669364,0.70805411556455,22.4554305221899,0.6827664685801,1.84599822986471,0.78391705651789,2.50347705146036,6.06903527626754,19.9479954981178
"Gambia",68.2696084850072,13.6997512112086,1.37488542621448,11.0809218279429,2.81524158701061,23.684038234909,0.96569333507922,1.0966348042425,1.554929946314,0.42555977478067,11.5719523373052,65.5
"Georgia",11.8641468930885,1.62916395139341,0.076666538889102,2.54916241806264,1.05416490972515,0,0,0.49833250277916,1.97416337639437,0,4.08249319584467,36.3073823571737
"Germany",1.88916687440494,0.010512057329757,0.003003444951359,0.44601157527684,0.24027559610874,0,0,0.070580956356941,1.05871434535412,0,0.060068899027184,48.5385652410865
"Ghana",42.36928547352,6.43476996490486,1.89949967945117,4.44141887470837,1.36943748636841,18.9883875402338,1.47386370395828,0.78517940820737,0.74552388254033,0.79971976761862,5.43148516552877,68.1198910081744
"Greece",1.71524978910863,0,0,0.084356547005343,0.28118849001781,0,0,0.018745899334521,1.07788921173493,0,0.25306964101603,63.8401861908456
"Grenada",2.48508946322069,0,0,0.49701789264414,0.49701789264414,0,0,0,0.99403578528827,0,0.49701789264414,35.2941176470588
"Guatemala",23.5230701936544,6.48828485713402,0.94330869390406,3.89031992966054,1.68337523361802,0,0,1.10899523264599,2.80120708166358,0.68925600116643,5.91832316386178,39.3617021276596
"Guinea",95.0809723309474,18.3593381458598,2.58560678887526,9.3403132817062,1.88438206802645,32.7204204288435,4.65868205451194,2.59070660502689,1.80788482575203,4.10790191013614,17.0257362222092,57.9521406478919
"Guinea-Bissau",142.406475539757,34.7321607189573,3.55477586445686,19.4204638136128,3.72405090562147,33.0394103073111,4.46270563070341,5.46296723758521,3.37011218318637,4.3549851499623,30.2848437283597,57.9658605974396
"Guyana",37.5128468653648,8.66245778887094,3.52371164293055,6.82719130817795,2.71619439142564,0.51387461459404,0,0.80751725150492,5.57921010130671,0,8.8826897665541,8.50901701803404
"Haiti",45.5041290851587,13.8953965093124,3.19564835422279,3.92409511538011,1.68384678458475,0.6076490570458,0,1.79366287923158,1.93276326578423,5.64088672835891,12.8301803912381,64.2235123367199
"Honduras",15.0389743131739,2.92741499332649,0.41678450752445,3.24000337396982,1.15111911601991,0.009923440655344,0,0.69960256620175,2.46597500285299,0.019846881310688,4.10830443131242,28.4565197962284
"Hungary",3.10351122740826,0.020284387107244,0,0.61867380677093,0.33469238726952,0,0,0.13184851619708,1.65317754924035,0,0.34483458082314,64.6133244057583
"Iceland",1.73047804455981,0,0,0.43261951113995,0,0,0,0.21630975556998,1.08154877784988,0,0,22.7531172069825
"India",30.6938969879138,7.55052179178996,0.31899269501155,3.12267281173798,1.8173851724764,0.23379173407253,3.01993375504527,1.11006485305417,2.75708526063505,3.19873315497486,7.56471575911604,60.4428240374816
"Indonesia",22.0147412694403,6.08192301002105,0.15048398968841,5.35865192887297,0.82635853865116,0.32916891602709,0.12915555020501,0.71829444526862,1.08632851768767,0.067303075703163,7.26707329731513,28.7043834905634
"Iran",13.9976046109078,3.1434077076184,0.17439355003293,2.91784910778242,1.19048820105126,0.000720634504268,0,0.32356489241647,2.54239853105863,0.007926979546952,3.69685500689647,29.6546007184305
"Iraq",19.5676122280364,4.8831642056649,0,1.99669512530983,2.15240556744275,0,0.10380696142194,1.03065483126073,0.92684786983878,2.46276719700019,6.01127047009724,21.6064201934289
"Ireland",2.24309344293136,0,0,0.26048827079203,0.26048827079203,0,0,0.14471570599557,1.56292962475217,0.014471570599557,0,60.9667586006677
"Israel",2.40185285791896,0,0,0.39316043805221,0.20015440482658,0,0,0.050038601206645,1.65127383981929,0.035741858004746,0.071483716009493,23.7985212569316
"Italy",1.98754350613666,0.001831837332845,0,0.4084997252244,0.18867924528302,0,0,0.036636746656897,1.29694083165415,0,0.054955119985345,49.1160671788944
"Jamaica",22.824427480916,4.40839694656489,1.16412213740458,5.22900763358779,1.52671755725191,0,0,0.47709923664122,3.72137404580153,0.019083969465649,6.27862595419847,41.4589104339797
"Japan",2.2836085076749,0.0435249397905,0,0.29403514880693,0.34723229743977,0,0,0.012573871495033,1.37732253914827,0,0.2089197109944,12.6968449931413
"Jordan",6.85730309152204,0.75838203335606,0,1.54862885802961,0.88584119862599,0,0,0.28678312185733,2.19867060090623,0,1.17899727874682,11.0154125113327
"Kazakhstan",15.1052039991323,0.68361236549598,0.052585566576614,3.03352987188841,1.86350101555875,0,0.003286597911038,0.66717937594079,4.52893192141087,0,4.27257728434988,76.9715153535578
"Kenya",92.2092648087833,25.1835289337729,5.8786352271988,17.0888706248813,4.25611862694201,13.7196923326132,1.04095991374904,2.43908592035329,2.95292710226767,0.95067257429121,18.6987735527139,47.7914045753242
"Korea, Dem. Rep.",27.1196283391405,6.33901827740082,0.042789901583226,5.50155877498625,1.31731768445504,0,0,1.93777125741182,2.05085885445321,0.70908979766489,9.22122379118528,24.4996262768873
"Korea, Rep.",3.1461370706165,0.011070151550375,0,0.72398791139451,0.63764072930158,0,0,0.026568363720899,1.57417555046329,0,0.17269436418585,18.6024940739977
"Kuwait",5.07466733812392,0.038737918611633,0,1.22024443626644,0.48422398264541,0,0,0,2.98281973309574,0,0.3486412675047,8.47362514029181
"Kyrgyzstan",21.1040985855764,5.33838900391648,0.099782972035822,4.9891486017911,1.04772120637613,0,0,1.3470701224836,1.26391764578708,0.016630495339304,7.00143853784685,55.9280500521376
"Laos",39.8581877716399,4.19311904453422,0.058892121411998,10.465129974912,1.62542255097113,0.1118950306828,1.86099103661912,2.56769649356309,3.18606376838906,0.26501454635399,15.5239632042025,9.86568457538995
"Latvia",4.10739763932725,0.086471529248995,0,0.77824376324095,0.73500799861646,0,0,0.043235764624497,2.16178823122487,0,0.30265035237148,29.34555394758
"Lebanon",5.49008902437174,0.31848582738068,0.090995950680195,0.97062347392208,0.94029149036201,0,0.06066396712013,0.37914979450081,2.09290686564448,0.06066396712013,0.57630768764123,67.1554252199414
"Lesotho",39.7324211838846,6.87482096820395,13.0419397779163,5.84696783325189,1.48280452255379,0,0,2.10625642408209,0.85935262102549,0.96045292938143,8.55982610746963,77.7997364953887
"Liberia",95.595970708564,23.0549730119985,3.90552480489566,13.1192629009523,1.91150685873414,21.7485474610651,2.64723072162822,2.38594561144154,2.764121428817,4.47622649293499,19.5826314160965,27.0971760797342
"Libya",7.31115683896376,0.60642400621414,0,1.51265313909595,1.20603425954947,0,0,0.068137528788106,3.01849252531309,0,0.899415380003,8.83753708355593
"Lithuania",3.8515406162465,0,0,0.35014005602241,1.14591291061879,0,0,0.12732365673542,1.94168576521518,0,0.2864782276547,42.6360299984043
"Luxembourg",1.6507703595011,0,0,0.55025678650037,0.36683785766691,0,0,0,0.73367571533382,0,0,50.5791505791506
"Macedonia, FYR",4.54075439464101,0.40462167873039,0,1.39369689340467,0.31470575012363,0,0,0,1.79831857213505,0,0.62941150024727,42.1323820848197
"Madagascar",68.5676203447444,22.6385772531627,0.11786378438785,13.6969358326276,1.99349857544883,3.62904047238641,0,2.91603733226237,3.11975251515495,1.08696601157684,19.3689485677368,70.2359253017849
"Malawi",65.4038252735321,9.90060970516997,12.8505804727303,9.03867034160194,2.16988223502882,15.6619059550656,0,2.65597594587823,2.10807650547064,0.58966006848743,10.4284640440992,58.0398812049215
"Malaysia",3.21629833300946,0.063563208162242,0.23790800769296,0.5121378486215,0.53937922354817,0.01089654997067,0.016344824956005,0.023609191603119,1.61813767064451,0.016344824956005,0.17797698285428,23.9537361132248
"Maldives",12.5764192139738,2.2707423580786,0,2.79475982532751,1.22270742358079,0,0,0.69868995633188,2.44541484716157,0,3.14410480349345,26.6666666666667
"Mali",132.648658615285,34.199317783719,2.05771180971697,18.1192956577856,4.26661749792569,38.5691896376878,0.016594450078363,1.9581451092468,4.42703051534987,3.89785194062874,25.1369042131465,33.1923716798204
"Malta",5.16304347826087,0,0,1.08695652173913,1.08695652173913,0,0,0.27173913043478,2.17391304347826,0,0.54347826086957,28.125
"Mauritania",69.5800374205739,17.0059835868176,0.62058872566273,10.8556714399511,2.72318037828125,15.2368425927641,0,2.53793001241177,2.63981771363998,1.3708527074341,16.5891702636113,38.4796740079558
"Mauritius",6.90913110767191,0.27636524430688,0.11054609772275,1.65819146584126,0.60800353747513,0,0,0.2210921954455,2.98474463851426,0,1.05018792836613,48.2758620689655
"Mexico",10.5606646360512,0.95185098406748,0.038562168072477,1.76068025616995,1.52296157450797,0,0,0.062968603561387,4.31896282411746,0.002928772258669,1.90174945329585,52.9344890557885
"Micronesia, Fed. Sts.",24.3902439024391,1.79340028694405,0,4.30416068866571,1.43472022955524,0,0,1.79340028694405,5.02152080344333,0,10.0430416068867,31.4285714285714
"Moldova",9.9263314860564,0.37835792659856,0,0.35610157797512,2.3814293027086,0,0,0.28933253210478,3.85034831185596,0,2.67076183481338,75.4332623897841
"Mongolia",27.2371973085136,1.85341875176276,0.040291711994843,7.59498771102784,1.95414803174987,0,0,1.49079334380918,4.37165075144043,0.020145855997421,9.9117611507313,74.5545714359278
"Montenegro",3.29684821310826,0,0,0.65936964262165,0.52749571409732,0,0,0,1.7143610708163,0,0.39562178557299,38.1412639405204
"Morocco",13.1564495994283,4.2725589410489,0.034031968393583,2.80763739247058,0.91731623897248,0,0.004640722962761,0.49346354170695,0.90030025477569,0.31092843850501,3.41557210059231,67.1767869146314
"Mozambique",83.122741725889,14.1163880392334,17.6885541227086,10.7724024784968,2.18596940783732,15.7319061402238,0,2.95493776946694,2.21449197317966,1.40216931222968,16.0559224825128,62.3744245784481
"Myanmar",73.0046621463918,14.2168986625504,0.65018995745816,9.58907602417177,27.0657505820328,2.12611135410149,0.40109757556619,1.93291765633489,2.05844452594974,0.92968337808497,14.0344924301414,18.7859591137226
"Namibia",23.6802233533648,2.51953490747519,7.50753306889566,1.95774671864626,0.57881207333889,2.11096167923597,2.68977375257486,0.85119422549837,0.52774041980899,1.02143307059805,3.91549343729252,47.1377036038334
"Nepal",19.4661167393025,6.931490038033,0.38128661683975,2.8876653096143,1.05229639772977,0.010932949586803,0.10112978367793,1.07279567820503,0.7543735214894,1.04409668553967,5.23004975858681,29.3686780606906
"Netherlands",1.77226406734603,0,0,0.29177518181916,0.25395247306483,0,0,0.07024217340091,1.09145530976798,0,0.064838929293148,57.1386255924171
"New Zealand",1.99104031856645,0.017164140677297,0,0.34328281354594,0.48059593896432,0,0,0.12014898474108,0.84104289318755,0.017164140677297,0.17164140677297,43.1962325775702
"Nicaragua",14.8817603772237,2.45052511252411,0.17860970207902,3.32928484675288,1.20740158605415,0,0,0.73587197256555,2.73630063585054,0.15717653782953,4.08658998356791,42.7621738407844
"Niger",118.97955724654,30.5578815023564,0.72982729528787,18.1950877690052,2.515817140949,27.465285771024,0.13407572495756,3.58589320994994,2.98381731297069,4.33722321584421,28.4746483041951,34.5638272677035
"Nigeria",129.142374815297,31.88134931609,4.88676595033804,16.2253502995149,2.51131693506525,36.0584169015047,0.11728769144478,2.92588828007305,2.39767893133162,5.36719756904255,26.7711229408918,85.0928335364582
"Norway",1.89429816253077,0.10332535431986,0,0.46496409443937,0.30997606295958,0,0,0.068883569546574,0.94714908126539,0,0,3.35221134644973
"Oman",4.35073082500937,0.21183333604915,0,0.8310384721928,0.78215385618146,0,0,0.065179488015122,2.08574361648389,0,0.37478205608695,5.7092084006462
"Pakistan",33.8651558358165,12.5204916458541,0.079633782036905,4.97907880015687,1.39424699326261,0.10099437298327,0.051527741317997,1.16508907460111,2.44391392731141,1.34534248241171,9.78483701588048,34.0909090909091
"Panama",13.1160629000756,1.29734969989878,0.15682249119656,3.53563434697689,1.05498766804956,0,0,0.27087521206678,3.70671342828222,0.35641475271944,2.73726530088533,29.9973096583266
"Papua New Guinea",41.879325677609,3.14155357073812,1.74960368093415,7.79105285543054,2.0105942852724,4.92015620770986,1.38228357112477,3.1802188454549,3.95352433979043,0.30448903839462,13.4458492827592,2.62774367354149
"Paraguay",12.8769048579571,2.37497234621241,0.27979126270448,2.98660906003149,1.0410837682027,0,0,0.48150124279375,2.24483687518707,0.019520320653801,3.44858998217144,52.4465139692927
"Peru",11.6955222998238,1.08054671065488,0.3136541363755,2.83438240515247,1.31045026611337,0.027916860305673,0,0.75703956475973,2.95426068764153,0,2.41727166882064,16.7421875
"Philippines",17.8786036861062,2.17013947126779,0.014312543916028,4.11306730786863,1.38250228888886,0.017890679895035,0.096609671433191,1.10966942048957,2.88174126409282,0.034439558797943,6.05823147945636,39.5747392427139
"Poland",2.91483314259311,0.016118892954432,0,0.59371255715491,0.37610750227008,0,0,0.048356678863296,1.61457577760226,0,0.26596173374813,53.099730458221
"Portugal",1.82542792426864,0,0.038228857052746,0.27715921363241,0.2867164278956,0,0,0.047786071315933,1.08952242600327,0,0.086014928368679,40.8002623811086
"Qatar",4.33940850524067,0.13352026169971,0,0.73436143934842,0.86788170104813,0,0,0,2.33660457974498,0,0.26704052339943,5.52200172562554
"Romania",6.54947215655063,0.14980922731209,0,0.25748460944266,1.00653074600314,0,0,0.070223075302544,1.80239226609864,0,3.26303223239156,58.9212701174424
"Russia",4.89853813903437,0.11841908579172,0.009706482441944,0.32743200770824,1.31037512966243,0,0,0.18054057342016,2.39038307603605,0.001294197658926,0.5603875863149,13.1584362579663
"Rwanda",67.0856833752268,22.4412975457002,0.69725836027662,12.8508934087994,4.13392323210267,6.04456002004928,1.16127015163508,2.86595518191992,2.7195557397266,0.35235119985509,13.8186185351619,81.0701256586948
"Saint Lucia",3.95387149917627,0,0,2.63591433278418,0.32948929159802,0,0,0,0.98846787479407,0,0,18.0327868852459
"Saint Vincent and the Grenadines",4.17318727177883,0.52164840897235,0,1.56494522691706,1.04329681794471,0,0,0,1.04329681794471,0,0,25.6410256410256
"Samoa",14.7198480531814,1.89933523266857,0,3.08641975308642,1.42450142450142,0,0,0.71225071225071,3.79867046533713,0,3.79867046533713,23.321554770318
"Sao Tome and Principe",63.3501748931208,13.6027982899339,0,10.2992615623785,2.72055965798679,0.7773027594248,0.5829770695686,3.49786241741158,9.52195880295375,0.1943256898562,22.1531286436067,57.2916666666667
"Saudi Arabia",9.35791528606234,1.01079707359856,0,1.92169962903578,1.48995213528765,0,0,0.079576989043772,3.59789578123439,0,1.25799367786219,80.7232670757179
"Senegal",69.9602742522712,14.9226751505665,1.50991867705604,12.240974514274,1.70982340331417,19.4949641022151,3.10064990302494,0.98038381707442,1.8544353329477,0.74432610840791,13.4021232433904,48.3249363735522
"Serbia",2.82054192827265,0.026196983853926,0,0.75971253176384,0.22704052673402,0,0,0.078590951561777,1.37970781630675,0,0.34929311805234,57.8092842442259
"Sierra Leone",146.57239002926,38.9787295058094,2.85876875786946,22.5564920487693,4.68246606892411,24.7341748329771,9.08263992508054,2.78259466870992,4.91994999395088,4.70487021279456,31.2717040143745,47.6682490924323
"Singapore",1.69423154497782,0,0,0.21514051364798,0.13446282102999,0,0,0.026892564205997,0.99502487562189,0,0.32271077047196,0
"Slovak Republic",4.18554712380121,0.018198030973049,0,0.60053502211061,0.56413896016451,0,0,0.072792123892195,2.1655656857928,0,0.76431730086805,40.2702702702703
"Slovenia",1.02706311302829,0,0,0.30811893390849,0.15405946695424,0,0,0,0.56488471216556,0,0,24.428997020854
"Solomon Islands",21.0796915167095,1.34961439588689,0,4.04884318766067,1.02827763496144,2.18508997429306,0.19280205655527,1.67095115681234,3.2133676092545,0.06426735218509,7.32647814910026,3.03679885673455
"Somalia",131.417528576451,39.5504663039437,0.41735910336088,17.5467884849359,4.57324399319072,11.2307540540746,9.73332018019795,3.3312844795532,4.46447768140577,7.56558229183266,33.0042520039561,70.1804444161061
"South Africa",46.9493204269586,5.66914097899202,30.374390546728,2.94406820195593,1.15270395208857,0.046731241300888,0.000916298849037,0.55619340136547,2.42361045570291,0.000916298849037,3.78064905112673,81.8282872364076
"Spain",2.23295615304604,0,0.008142046136904,0.48648725668004,0.27072303405207,0,0,0.095669042108627,1.30272738190471,0.002035511534226,0.067171880629462,56.4194065757819
"Sri Lanka",8.40809782177459,0.55269630979449,0.016416722073104,1.49392170865243,2.7087591420621,0,0.09029197140207,0.09029197140207,2.42967486681934,0.016416722073104,1.00962840749588,42.1782809759209
"Sudan",66.2257583368635,10.7024825592745,2.58495433118744,8.44624182363512,2.81644277875646,26.5702440119726,0.005401397109944,1.91440946139583,2.14821279344054,0.91360773973908,10.123761440352,56.8371212121212
"Suriname",14.7329650092081,1.43237159811745,0.61387354205034,3.17167996726008,2.04624514016779,0.20462451401678,0,0.71618579905873,4.09249028033558,0,2.45549416820135,0.455128205128205
"Swaziland",63.8127853881279,6.76369863013699,40.1541095890411,4.79452054794521,0.7134703196347,0.028538812785388,0,1.79794520547945,1.51255707762557,0.4851598173516,7.56278538812785,71.1627906976744
"Sweden",1.52852469406205,0.027960817574306,0.009320272524769,0.19572572302014,0.093202725247686,0,0,0.046601362623843,1.08115161287316,0,0.074562180198149,7.53765170346542
"Switzerland",1.65366700658711,0,0,0.34451395970565,0.24805005098807,0,0,0.013780558388226,1.00598076234049,0,0.041341675164678,38.125
