"Country","Pertussis","Agriculture_Land"
"Thailand",0.015355903781954,38.6247528822251
"Togo",0.77085419104963,62.6034197462769
"Tonga",0,41.6666666666667
"Trinidad and Tobago",0,10.5263157894737
"Tunisia",0,63.6006694129763
"Turkey",0.023737269961746,50.8322180788171
"Turkmenistan",0.018072234722185,69.399697827336
"Uganda",4.41583943592973,68.8754316600771
"Ukraine",0.006539694857838,71.2766691983705
"United Arab Emirates",0,6.80622009569378
"United Kingdom",0.006729538501709,73.0955234985326
"United States",0.008411186059073,44.2049233554379
"Uruguay",0,85.0759913152783
"Uzbekistan",0.016266275312132,62.5763986835919
"Vanuatu",0,15.3404429860541
"Venezuela",0.01670773986049,24.2049770421178
"Vietnam",0.02945616554365,33.0248008514206
"Yemen, Rep.",4.02793426203208,44.5423035399739
"Zambia",1.04706637073523,31.0563768681311
"Zimbabwe",4.78691858002203,42.5229417086726
