"Country","Diarrhoea","GDP_per_Person"
"Peru",1.08054671065488,7912.55775926635
"Philippines",2.17013947126779,3228.11859624304
"Poland",0.016118892954432,16210.6003726298
"Portugal",0,20601.2286182922
"Qatar",0.13352026169971,73806.5681349922
"Romania",0.14980922731209,11590.7804628416
"Russia",0.11841908579172,14756.2168715368
"Rwanda",22.4412975457002,1001.28001142359
"Saint Lucia",0,10626.2415661953
"Saint Vincent and the Grenadines",0.52164840897235,7264.52969676163
"Samoa",1.89933523266857,5220.46188785014
"Sao Tome and Principe",13.6027982899339,1746.87152047107
"Saudi Arabia",1.01079707359856,23293.7748532448
"Senegal",14.9226751505665,1723.33796731707
"Serbia",0.026196983853926,9877.97205855904
"Sierra Leone",38.9787295058094,861.047791368196
"Singapore",0,44103.9681300732
"Slovak Republic",0.018198030973049,20044.241683273
"Slovenia",0,26755.7402528574
"Solomon Islands",1.34961439588689,1892.28908676618
"Somalia",39.5504663039437,942.286156914339
"South Africa",5.66914097899202,9385.98429139242
"Spain",0,28204.1788697614
"Sri Lanka",0.55269630979449,4142.53174537974
"Sudan",10.7024825592745,2535.41404842076
"Suriname",1.43237159811745,8075.17601107188
"Swaziland",6.76369863013699,5121.00236505638
"Sweden",0.027960817574306,33563.3383888872
"Switzerland",0,38181.484831268
"Syria",0.76073715260658,4373.58162307192
"Tajikistan",11.6628205460627,1650.42895299145
"Tanzania",10.830581701313,1149.13887173643
"Thailand",0.27231136039999,7652.23167390354
"Togo",10.4488345530691,897.758461395814
"Tonga",1.39811254806012,4752.19906970046
"Trinidad and Tobago",0,18620.5047789313
"Tunisia",1.02083231453861,7361.40337456853
"Turkey",0.28855618797247,8456.75389653093
"Turkmenistan",6.00901804512637,5726.43628207836
"Uganda",20.2485888349948,1150.60180988239
"Ukraine",0.098095422867569,6730.01074147509
"United Arab Emirates",0.063932487293418,35246.6937703782
"United Kingdom",0.005383630801367,32623.5160500435
"United States",0.007274539294333,42226.580034574
"Uruguay",0.31773770752244,10920.6417529365
"Uzbekistan",4.50575826146049,2428.749951047
"Vanuatu",2.12284177752618,3945.41216428879
"Venezuela",1.27145900338332,11862.3220001628
"Vietnam",0.31531486297862,2577.73250955309
"Yemen, Rep.",13.0745303797513,2295.80616983779
"Zambia",20.0362049005656,1302.85927025632
"Zimbabwe",8.36122172329069,408.134473316796
