"Country","Diarrhoea","Agriculture_Land"
"Solomon Islands",1.34961439588689,3.03679885673455
"Somalia",39.5504663039437,70.1804444161061
"South Africa",5.66914097899202,81.8282872364076
"Spain",0,56.4194065757819
"Sri Lanka",0.55269630979449,42.1782809759209
"Sudan",10.7024825592745,56.8371212121212
"Suriname",1.43237159811745,0.455128205128205
"Swaziland",6.76369863013699,71.1627906976744
"Sweden",0.027960817574306,7.53765170346542
"Switzerland",0,38.125
"Syria",0.76073715260658,75.6806795905032
"Tajikistan",11.6628205460627,33.7739354101172
"Tanzania",10.830581701313,39.4558591104087
"Thailand",0.27231136039999,38.6247528822251
"Togo",10.4488345530691,62.6034197462769
"Tonga",1.39811254806012,41.6666666666667
"Trinidad and Tobago",0,10.5263157894737
"Tunisia",1.02083231453861,63.6006694129763
"Turkey",0.28855618797247,50.8322180788171
"Turkmenistan",6.00901804512637,69.399697827336
"Uganda",20.2485888349948,68.8754316600771
"Ukraine",0.098095422867569,71.2766691983705
"United Arab Emirates",0.063932487293418,6.80622009569378
"United Kingdom",0.005383630801367,73.0955234985326
"United States",0.007274539294333,44.2049233554379
"Uruguay",0.31773770752244,85.0759913152783
"Uzbekistan",4.50575826146049,62.5763986835919
"Vanuatu",2.12284177752618,15.3404429860541
"Venezuela",1.27145900338332,24.2049770421178
"Vietnam",0.31531486297862,33.0248008514206
"Yemen, Rep.",13.0745303797513,44.5423035399739
"Zambia",20.0362049005656,31.0563768681311
"Zimbabwe",8.36122172329069,42.5229417086726
