"Country","Total","Diarrhoea","HIV","Infections","Injury","Malaria","Measles","Meningitis","NCD","Pertussis","Pneumonia","Energy_Consumption_per_Person"
"Cuba",3.13170167137558,0.085100588896075,0.008510058889608,0.42550294448038,0.4510331211492,0,0,0.085100588896075,1.71903189570072,0,0.35742247336352,0.932904821687944
"Cyprus",2.11672210462655,0,0,0.30238887208951,0.40318516278601,0,0,0,1.31035177905453,0,0.1007962906965,2.40126239437104
"Denmark",1.7808724670699,0.016043896099729,0,0.30483402589485,0.19252675319675,0,0,0.016043896099729,1.20329220747966,0,0.048131688299187,3.4950989520391
"Ecuador",13.6448285316498,1.38157449641966,0.22788857672902,3.43613244599219,1.54893016995503,0,0,0.54835688775419,3.4717400361061,0,3.03020591869363,0.784493844234154
"Egypt",8.74950684462443,1.06496748276127,0.016376480396609,1.72747055335135,0.99846904721141,0,0.076919832165889,0.9146016173015,2.40585384735632,0.076919832165889,1.46792815191419,0.917523723273246
"El Salvador",10.6083515635053,0.65950328143096,0.70775961909664,2.51737228155964,1.18228027280916,0,0,0.804272294428,2.88733753699653,0,1.8498262771844,0.733985161905421
"Eritrea",39.5783436971282,11.9366746500846,2.46643668563644,8.72865900551515,2.54334117026653,0.15930214673376,0.92285381556107,1.04370371997978,1.90063940585792,0.37353606820329,9.50319702928962,0.13688552307307
"Estonia",2.76139073678925,0,0.062758880381574,0.37655328228944,0.94138320572361,0,0,0.062758880381574,1.25517760763148,0,0.062758880381574,4.05787234042553
"Ethiopia",64.6082073266539,22.9362870139569,2.93557575110973,9.68352036313201,2.6038686232861,7.0434419948983,0.06045734201074,2.19747889650802,3.23656925598673,1.14287007490891,12.7681380108565,0.395909373838486
"Finland",1.50821894594137,0,0,0.16946280291476,0.18640908320624,0,0,0.033892560582952,1.03372309778004,0,0.08473140145738,6.63882253149067
"France",1.87698373635495,0.029265515379028,0,0.45494573907399,0.2647198891103,0,0,0.046558774466636,1.01498128337266,0.001330250699047,0.06518228425329,4.11362153930258
"Gabon",48.8051586799848,4.19774939941838,7.43456821342774,2.12416234669364,0.70805411556455,22.4554305221899,0.6827664685801,1.84599822986471,0.78391705651789,2.50347705146036,6.06903527626754,1.37170880708262
"Georgia",11.8641468930885,1.62916395139341,0.076666538889102,2.54916241806264,1.05416490972515,0,0,0.49833250277916,1.97416337639437,0,4.08249319584467,0.685393389146155
"Germany",1.88916687440494,0.010512057329757,0.003003444951359,0.44601157527684,0.24027559610874,0,0,0.070580956356941,1.05871434535412,0,0.060068899027184,4.06895399234518
"Ghana",42.36928547352,6.43476996490486,1.89949967945117,4.44141887470837,1.36943748636841,18.9883875402338,1.47386370395828,0.78517940820737,0.74552388254033,0.79971976761862,5.43148516552877,0.385049356572956
"Greece",1.71524978910863,0,0,0.084356547005343,0.28118849001781,0,0,0.018745899334521,1.07788921173493,0,0.25306964101603,2.7069802922357
"Guatemala",23.5230701936544,6.48828485713402,0.94330869390406,3.89031992966054,1.68337523361802,0,0,1.10899523264599,2.80120708166358,0.68925600116643,5.91832316386178,0.595795468008332
"Haiti",45.5041290851587,13.8953965093124,3.19564835422279,3.92409511538011,1.68384678458475,0.6076490570458,0,1.79366287923158,1.93276326578423,5.64088672835891,12.8301803912381,0.284842587537072
"Honduras",15.0389743131739,2.92741499332649,0.41678450752445,3.24000337396982,1.15111911601991,0.009923440655344,0,0.69960256620175,2.46597500285299,0.019846881310688,4.10830443131242,0.636409173431021
"Hungary",3.10351122740826,0.020284387107244,0,0.61867380677093,0.33469238726952,0,0,0.13184851619708,1.65317754924035,0,0.34483458082314,2.63577998339939
"Iceland",1.73047804455981,0,0,0.43261951113995,0,0,0,0.21630975556998,1.08154877784988,0,0,16.8684683095264
"India",30.6938969879138,7.55052179178996,0.31899269501155,3.12267281173798,1.8173851724764,0.23379173407253,3.01993375504527,1.11006485305417,2.75708526063505,3.19873315497486,7.56471575911604,0.525737714602009
"Indonesia",22.0147412694403,6.08192301002105,0.15048398968841,5.35865192887297,0.82635853865116,0.32916891602709,0.12915555020501,0.71829444526862,1.08632851768767,0.067303075703163,7.26707329731513,0.795563970713674
"Iran",13.9976046109078,3.1434077076184,0.17439355003293,2.91784910778242,1.19048820105126,0.000720634504268,0,0.32356489241647,2.54239853105863,0.007926979546952,3.69685500689647,2.81920322057108
"Iraq",19.5676122280364,4.8831642056649,0,1.99669512530983,2.15240556744275,0,0.10380696142194,1.03065483126073,0.92684786983878,2.46276719700019,6.01127047009724,0.942801998204537
"Ireland",2.24309344293136,0,0,0.26048827079203,0.26048827079203,0,0,0.14471570599557,1.56292962475217,0.014471570599557,0,3.37930506997451
"Israel",2.40185285791896,0,0,0.39316043805221,0.20015440482658,0,0,0.050038601206645,1.65127383981929,0.035741858004746,0.071483716009493,3.13097526269702
"Italy",1.98754350613666,0.001831837332845,0,0.4084997252244,0.18867924528302,0,0,0.036636746656897,1.29694083165415,0,0.054955119985345,2.94163598821965
"Jamaica",22.824427480916,4.40839694656489,1.16412213740458,5.22900763358779,1.52671755725191,0,0,0.47709923664122,3.72137404580153,0.019083969465649,6.27862595419847,1.58665972015481
"Japan",2.2836085076749,0.0435249397905,0,0.29403514880693,0.34723229743977,0,0,0.012573871495033,1.37732253914827,0,0.2089197109944,3.87890711210076
"Jordan",6.85730309152204,0.75838203335606,0,1.54862885802961,0.88584119862599,0,0,0.28678312185733,2.19867060090623,0,1.17899727874682,1.22152652496976
"Kazakhstan",15.1052039991323,0.68361236549598,0.052585566576614,3.03352987188841,1.86350101555875,0,0.003286597911038,0.66717937594079,4.52893192141087,0,4.27257728434988,4.47904226611218
"Kenya",92.2092648087833,25.1835289337729,5.8786352271988,17.0888706248813,4.25611862694201,13.7196923326132,1.04095991374904,2.43908592035329,2.95292710226767,0.95067257429121,18.6987735527139,0.461009577376067
"Kuwait",5.07466733812392,0.038737918611633,0,1.22024443626644,0.48422398264541,0,0,0,2.98281973309574,0,0.3486412675047,10.9350650675672
"Latvia",4.10739763932725,0.086471529248995,0,0.77824376324095,0.73500799861646,0,0,0.043235764624497,2.16178823122487,0,0.30265035237148,1.97895850745821
"Lebanon",5.49008902437174,0.31848582738068,0.090995950680195,0.97062347392208,0.94029149036201,0,0.06066396712013,0.37914979450081,2.09290686564448,0.06066396712013,0.57630768764123,1.30190752631143
"Libya",7.31115683896376,0.60642400621414,0,1.51265313909595,1.20603425954947,0,0,0.068137528788106,3.01849252531309,0,0.899415380003,3.97938571814193
"Lithuania",3.8515406162465,0,0,0.35014005602241,1.14591291061879,0,0,0.12732365673542,1.94168576521518,0,0.2864782276547,2.80839548377587
"Luxembourg",1.6507703595011,0,0,0.55025678650037,0.36683785766691,0,0,0,0.73367571533382,0,0,8.6097963777755
"Macedonia, FYR",4.54075439464101,0.40462167873039,0,1.39369689340467,0.31470575012363,0,0,0,1.79831857213505,0,0.62941150024727,1.4668213380209
"Malaysia",3.21629833300946,0.063563208162242,0.23790800769296,0.5121378486215,0.53937922354817,0.01089654997067,0.016344824956005,0.023609191603119,1.61813767064451,0.016344824956005,0.17797698285428,2.65458089460231
"Malta",5.16304347826087,0,0,1.08695652173913,1.08695652173913,0,0,0.27173913043478,2.17391304347826,0,0.54347826086957,2.03077315208156
"Mexico",10.5606646360512,0.95185098406748,0.038562168072477,1.76068025616995,1.52296157450797,0,0,0.062968603561387,4.31896282411746,0.002928772258669,1.90174945329585,1.63692824866747
"Moldova",9.9263314860564,0.37835792659856,0,0.35610157797512,2.3814293027086,0,0,0.28933253210478,3.85034831185596,0,2.67076183481338,0.798450858755774
"Mongolia",27.2371973085136,1.85341875176276,0.040291711994843,7.59498771102784,1.95414803174987,0,0,1.49079334380918,4.37165075144043,0.020145855997421,9.9117611507313,1.18311481199067
"Montenegro",3.29684821310826,0,0,0.65936964262165,0.52749571409732,0,0,0,1.7143610708163,0,0.39562178557299,1.31137423810167
"Morocco",13.1564495994283,4.2725589410489,0.034031968393583,2.80763739247058,0.91731623897248,0,0.004640722962761,0.49346354170695,0.90030025477569,0.31092843850501,3.41557210059231,0.478550723684498
"Mozambique",83.122741725889,14.1163880392334,17.6885541227086,10.7724024784968,2.18596940783732,15.7319061402238,0,2.95493776946694,2.21449197317966,1.40216931222968,16.0559224825128,0.420605250549638
"Myanmar",73.0046621463918,14.2168986625504,0.65018995745816,9.58907602417177,27.0657505820328,2.12611135410149,0.40109757556619,1.93291765633489,2.05844452594974,0.92968337808497,14.0344924301414,0.318153625007579
"Namibia",23.6802233533648,2.51953490747519,7.50753306889566,1.95774671864626,0.57881207333889,2.11096167923597,2.68977375257486,0.85119422549837,0.52774041980899,1.02143307059805,3.91549343729252,0.738270658991775
"Nepal",19.4661167393025,6.931490038033,0.38128661683975,2.8876653096143,1.05229639772977,0.010932949586803,0.10112978367793,1.07279567820503,0.7543735214894,1.04409668553967,5.23004975858681,0.332069300093083
"Netherlands",1.77226406734603,0,0,0.29177518181916,0.25395247306483,0,0,0.07024217340091,1.09145530976798,0,0.064838929293148,4.8371668932826
"New Zealand",1.99104031856645,0.017164140677297,0,0.34328281354594,0.48059593896432,0,0,0.12014898474108,0.84104289318755,0.017164140677297,0.17164140677297,4.07914216777156
"Nicaragua",14.8817603772237,2.45052511252411,0.17860970207902,3.32928484675288,1.20740158605415,0,0,0.73587197256555,2.73630063585054,0.15717653782953,4.08658998356791,0.540914089187318
"Nigeria",129.142374815297,31.88134931609,4.88676595033804,16.2253502995149,2.51131693506525,36.0584169015047,0.11728769144478,2.92588828007305,2.39767893133162,5.36719756904255,26.7711229408918,0.738125378611314
"Norway",1.89429816253077,0.10332535431986,0,0.46496409443937,0.30997606295958,0,0,0.068883569546574,0.94714908126539,0,0,6.25002516666625
"Oman",4.35073082500937,0.21183333604915,0,0.8310384721928,0.78215385618146,0,0,0.065179488015122,2.08574361648389,0,0.37478205608695,6.02556956620172
"Pakistan",33.8651558358165,12.5204916458541,0.079633782036905,4.97907880015687,1.39424699326261,0.10099437298327,0.051527741317997,1.16508907460111,2.44391392731141,1.34534248241171,9.78483701588048,0.487399250194058
"Panama",13.1160629000756,1.29734969989878,0.15682249119656,3.53563434697689,1.05498766804956,0,0,0.27087521206678,3.70671342828222,0.35641475271944,2.73726530088533,0.914719768488769
"Paraguay",12.8769048579571,2.37497234621241,0.27979126270448,2.98660906003149,1.0410837682027,0,0,0.48150124279375,2.24483687518707,0.019520320653801,3.44858998217144,0.697873694151848
"Peru",11.6955222998238,1.08054671065488,0.3136541363755,2.83438240515247,1.31045026611337,0.027916860305673,0,0.75703956475973,2.95426068764153,0,2.41727166882064,0.528553397356276
"Philippines",17.8786036861062,2.17013947126779,0.014312543916028,4.11306730786863,1.38250228888886,0.017890679895035,0.096609671433191,1.10966942048957,2.88174126409282,0.034439558797943,6.05823147945636,0.44369547787396
"Poland",2.91483314259311,0.016118892954432,0,0.59371255715491,0.37610750227008,0,0,0.048356678863296,1.61457577760226,0,0.26596173374813,2.56761348672429
"Portugal",1.82542792426864,0,0.038228857052746,0.27715921363241,0.2867164278956,0,0,0.047786071315933,1.08952242600327,0,0.086014928368679,2.29987941534565
"Qatar",4.33940850524067,0.13352026169971,0,0.73436143934842,0.86788170104813,0,0,0,2.33660457974498,0,0.26704052339943,15.3104307837772
"Romania",6.54947215655063,0.14980922731209,0,0.25748460944266,1.00653074600314,0,0,0.070223075302544,1.80239226609864,0,3.26303223239156,1.83841897937967
"Russia",4.89853813903437,0.11841908579172,0.009706482441944,0.32743200770824,1.31037512966243,0,0,0.18054057342016,2.39038307603605,0.001294197658926,0.5603875863149,4.85017759070095
"Saudi Arabia",9.35791528606234,1.01079707359856,0,1.92169962903578,1.48995213528765,0,0,0.079576989043772,3.59789578123439,0,1.25799367786219,5.88824579266753
"Senegal",69.9602742522712,14.9226751505665,1.50991867705604,12.240974514274,1.70982340331417,19.4949641022151,3.10064990302494,0.98038381707442,1.8544353329477,0.74432610840791,13.4021232433904,0.261036726264755
"Serbia",2.82054192827265,0.026196983853926,0,0.75971253176384,0.22704052673402,0,0,0.078590951561777,1.37970781630675,0,0.34929311805234,2.29464324950229
"Singapore",1.69423154497782,0,0,0.21514051364798,0.13446282102999,0,0,0.026892564205997,0.99502487562189,0,0.32271077047196,4.92368992023805
"Slovak Republic",4.18554712380121,0.018198030973049,0,0.60053502211061,0.56413896016451,0,0,0.072792123892195,2.1655656857928,0,0.76431730086805,3.38548847284795
"Slovenia",1.02706311302829,0,0,0.30811893390849,0.15405946695424,0,0,0,0.56488471216556,0,0,3.82902574362445
"South Africa",46.9493204269586,5.66914097899202,30.374390546728,2.94406820195593,1.15270395208857,0.046731241300888,0.000916298849037,0.55619340136547,2.42361045570291,0.000916298849037,3.78064905112673,3.02759624111825
"Spain",2.23295615304604,0,0.008142046136904,0.48648725668004,0.27072303405207,0,0,0.095669042108627,1.30272738190471,0.002035511534226,0.067171880629462,3.05189880014179
"Sri Lanka",8.40809782177459,0.55269630979449,0.016416722073104,1.49392170865243,2.7087591420621,0,0.09029197140207,0.09029197140207,2.42967486681934,0.016416722073104,1.00962840749588,0.442296285304447
"Sudan",66.2257583368635,10.7024825592745,2.58495433118744,8.44624182363512,2.81644277875646,26.5702440119726,0.005401397109944,1.91440946139583,2.14821279344054,0.91360773973908,10.123761440352,0.36427407931
"Sweden",1.52852469406205,0.027960817574306,0.009320272524769,0.19572572302014,0.093202725247686,0,0,0.046601362623843,1.08115161287316,0,0.074562180198149,5.3799591025113
"Switzerland",1.65366700658711,0,0,0.34451395970565,0.24805005098807,0,0,0.013780558388226,1.00598076234049,0,0.041341675164678,3.50133367330594
"Syria",8.35624863397697,0.76073715260658,0,1.91285578016221,1.15889579595301,0,0.001694292099347,0.21686938871635,2.97517692645247,0.001694292099347,1.32832500588766,1.17385156038036
"Tajikistan",40.0082972489434,11.6628205460627,0.14001607591983,9.88409780382192,1.84095210931626,0,0.025928902948116,1.9394819405191,2.35434438768896,0.046672025306609,12.1139834573599,0.369288802250525
"Tanzania",65.3261622481543,10.830581701313,8.40534432894709,8.45502330677954,3.2364724990163,16.2275252022019,0,3.05638620437367,1.8336059090886,0.8507524953807,12.4304706010535,0.448657102366213
"Thailand",4.16042619799083,0.27231136039999,0.27947744883157,0.80976799276839,0.61321242435938,0.071660884315787,0.015355903781954,0.037877895995487,1.55606491657137,0.015355903781954,0.48934146718495,1.57695718909635
"Togo",60.9444843972531,10.4488345530691,5.41478065908033,6.55696095435509,1.48530441690051,24.1126951224671,0.094006608664589,1.76262391246105,1.24088723437258,0.77085419104963,9.05753674483316,0.443614905527021
"Trinidad and Tobago",10.7162715462771,0,1.92084112621948,0.65712985896982,2.78016478794925,0,0,0,4.49881211140879,0,0.85932366172977,14.5308255198942
"Tunisia",9.3341972712602,1.02083231453861,0,1.9194092620666,1.17365152330187,0,0,0.92914078928065,2.85466281969778,0,1.43650056237469,0.912673953663991
"Turkey",7.82736476988572,0.28855618797247,0,1.4153347214691,1.04592345768943,0,0.033380535883705,0.52370351853102,2.64448023167576,0.023737269961746,1.85224884670249,1.38884019495309
"Turkmenistan",27.2348577263322,6.00901804512637,0,7.21985777151274,1.35541760416384,0,0.009036117361092,1.14758690485872,1.60842889027443,0.018072234722185,9.86744015831278,4.4937471484606
"Ukraine",7.55116766251686,0.098095422867569,0.13951349030054,1.07904965154326,1.88343211905732,0,0,0.33134453946379,3.89111844041357,0.006539694857838,0.12207430401297,2.94314450194776
"United Arab Emirates",2.66918134450022,0.063932487293418,0,0.41556116740722,0.5274430201707,0,0,0.063932487293418,1.47044720774862,0,0.12786497458684,9.39784694511008
"United Kingdom",2.59087232315783,0.005383630801367,0.001345907700342,0.62988480375993,0.22476658595707,0,0,0.092867631323579,1.47646074727487,0.006729538501709,0.15343347783896,3.39436448025191
"United States",3.63204107204886,0.007274539294333,0.001363976117688,0.86180557702555,0.87180806855526,0,0.000227329352948,0.036600025824614,1.66586949840233,0.008411186059073,0.17868087141706,7.48793030309585
"Uruguay",7.86400826118039,0.31773770752244,0.019858606720152,1.60854714433235,1.46953689729129,0,0,0.13901024704107,3.35610453570577,0,0.95321312256732,1.24567553235522
"Uzbekistan",18.6303073241616,4.50575826146049,0.084946104407799,4.5780528184033,0.93079242063865,0,0,1.13863927184922,1.06272998705927,0.016266275312132,6.31312218503069,1.84971962479901
"Venezuela",8.1567185998914,1.27145900338332,0.05179399356752,1.11273547470866,1.64404160227225,0.001670773986049,0,0.17543126853515,2.56296729459922,0.01670773986049,1.31991144897874,2.51181449794165
"Vietnam",5.25658663292597,0.31531486297862,0.45657056592658,0.94259729739681,0.60786814349169,0.018744832618687,0.25171632373665,0.47866269008432,1.49958660949493,0.02945616554365,0.65606914165403,0.575456290537262
"Zambia",105.550926506264,20.0362049005656,16.9208137622864,16.7622790653089,4.16983121585052,21.5846833361599,0.73737068361636,2.8167560114145,2.67665558152739,1.04706637073523,18.7992655787991,0.617251413049133
"Zimbabwe",65.7274633567737,8.36122172329069,19.9657925951029,5.64739896636448,1.67065576548335,3.23540625264763,7.09565364737778,2.10751503854952,1.50915021604677,4.78691858002203,11.3477505718885,0.744783277060522
