"Country","Injury","GDP_per_Person"
"Panama",1.05498766804956,10674.4244869141
"Papua New Guinea",2.0105942852724,1904.76281601853
"Paraguay",1.0410837682027,4318.76231813703
"Peru",1.31045026611337,7912.55775926635
"Philippines",1.38250228888886,3228.11859624304
"Poland",0.37610750227008,16210.6003726298
"Portugal",0.2867164278956,20601.2286182922
"Qatar",0.86788170104813,73806.5681349922
"Romania",1.00653074600314,11590.7804628416
"Russia",1.31037512966243,14756.2168715368
"Rwanda",4.13392323210267,1001.28001142359
"Saint Lucia",0.32948929159802,10626.2415661953
"Saint Vincent and the Grenadines",1.04329681794471,7264.52969676163
"Samoa",1.42450142450142,5220.46188785014
"Sao Tome and Principe",2.72055965798679,1746.87152047107
"Saudi Arabia",1.48995213528765,23293.7748532448
"Senegal",1.70982340331417,1723.33796731707
"Serbia",0.22704052673402,9877.97205855904
"Sierra Leone",4.68246606892411,861.047791368196
"Singapore",0.13446282102999,44103.9681300732
"Slovak Republic",0.56413896016451,20044.241683273
"Slovenia",0.15405946695424,26755.7402528574
"Solomon Islands",1.02827763496144,1892.28908676618
"Somalia",4.57324399319072,942.286156914339
"South Africa",1.15270395208857,9385.98429139242
"Spain",0.27072303405207,28204.1788697614
"Sri Lanka",2.7087591420621,4142.53174537974
"Sudan",2.81644277875646,2535.41404842076
"Suriname",2.04624514016779,8075.17601107188
"Swaziland",0.7134703196347,5121.00236505638
"Sweden",0.093202725247686,33563.3383888872
"Switzerland",0.24805005098807,38181.484831268
"Syria",1.15889579595301,4373.58162307192
"Tajikistan",1.84095210931626,1650.42895299145
"Tanzania",3.2364724990163,1149.13887173643
"Thailand",0.61321242435938,7652.23167390354
"Togo",1.48530441690051,897.758461395814
"Tonga",1.39811254806012,4752.19906970046
"Trinidad and Tobago",2.78016478794925,18620.5047789313
"Tunisia",1.17365152330187,7361.40337456853
"Turkey",1.04592345768943,8456.75389653093
"Turkmenistan",1.35541760416384,5726.43628207836
"Uganda",4.49362152735371,1150.60180988239
"Ukraine",1.88343211905732,6730.01074147509
"United Arab Emirates",0.5274430201707,35246.6937703782
"United Kingdom",0.22476658595707,32623.5160500435
"United States",0.87180806855526,42226.580034574
"Uruguay",1.46953689729129,10920.6417529365
"Uzbekistan",0.93079242063865,2428.749951047
"Vanuatu",1.1321822813473,3945.41216428879
"Venezuela",1.64404160227225,11862.3220001628
"Vietnam",0.60786814349169,2577.73250955309
"Yemen, Rep.",1.60549889282054,2295.80616983779
"Zambia",4.16983121585052,1302.85927025632
"Zimbabwe",1.67065576548335,408.134473316796
