"Country","Meningitis","Agriculture_Land"
"Slovak Republic",0.072792123892195,40.2702702702703
"Slovenia",0,24.428997020854
"Solomon Islands",1.67095115681234,3.03679885673455
"Somalia",3.3312844795532,70.1804444161061
"South Africa",0.55619340136547,81.8282872364076
"Spain",0.095669042108627,56.4194065757819
"Sri Lanka",0.09029197140207,42.1782809759209
"Sudan",1.91440946139583,56.8371212121212
"Suriname",0.71618579905873,0.455128205128205
"Swaziland",1.79794520547945,71.1627906976744
"Sweden",0.046601362623843,7.53765170346542
"Switzerland",0.013780558388226,38.125
"Syria",0.21686938871635,75.6806795905032
"Tajikistan",1.9394819405191,33.7739354101172
"Tanzania",3.05638620437367,39.4558591104087
"Thailand",0.037877895995487,38.6247528822251
"Togo",1.76262391246105,62.6034197462769
"Tonga",0,41.6666666666667
"Trinidad and Tobago",0,10.5263157894737
"Tunisia",0.92914078928065,63.6006694129763
"Turkey",0.52370351853102,50.8322180788171
"Turkmenistan",1.14758690485872,69.399697827336
"Uganda",2.79810839412049,68.8754316600771
"Ukraine",0.33134453946379,71.2766691983705
"United Arab Emirates",0.063932487293418,6.80622009569378
"United Kingdom",0.092867631323579,73.0955234985326
"United States",0.036600025824614,44.2049233554379
"Uruguay",0.13901024704107,85.0759913152783
"Uzbekistan",1.13863927184922,62.5763986835919
"Vanuatu",1.27370506651571,15.3404429860541
"Venezuela",0.17543126853515,24.2049770421178
"Vietnam",0.47866269008432,33.0248008514206
"Yemen, Rep.",1.32885180819608,44.5423035399739
"Zambia",2.8167560114145,31.0563768681311
"Zimbabwe",2.10751503854952,42.5229417086726
